complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location,detected_language,translated_text,classifier_text
GRV-99AB09059E,"சார், தாழ்வான பகுதி எச்சரிக்கை பலகை மங்கியுள்ளது குடியிருப்பு வாசலில்? 📍",Low public grievance related to Disaster Management. Citizen reports a civic issue needing government action.,Tamil,Elderly Citizen,1,Disaster Management,,Disaster Management,Low,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,75,78,0.95,Ward-23,Tamil,Low public grievance related to Disaster Management. Citizen reports a civic issue needing government action.,Low public grievance related to Disaster Management. Citizen reports a civic issue needing government action.
GRV-AF5BB03004,dark lane has become unsafe for girls at night requesting you,dark lane has become unsafe for girls at night requesting you,English,Emotional Citizen,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,81,0.62,Ward-7,English,dark lane has become unsafe for girls at night requesting you,dark lane has become unsafe for girls at night requesting you
GRV-75BB408608,यार नालीचे झाकण थोडे सैल आहे सरकारी शाळेजवळ मदत करा? 😭,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Marathi,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,85,100,0.93,Ward-88,Marathi,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-2B121CDFE4,কেউ শোনে না ওয়ার্কশপের শব্দ রাত পর্যন্ত চলে মেট্রো গেট ২ এর বাইরে!! 😡,Low public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Bengali,Emotional Citizen,1,Pollution Control,,Pollution Control,Low,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,89,99,0.98,Ward-76,Bengali,Low public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Low public grievance related to Pollution Control. Citizen reports a civic issue needing government action.
GRV-5B3E9CF860,handwash station me soap nahi hai plzz resolve ladkiyan unsafe feel kar rahi,handwash station me soap nahi hai plzz resolve girls unsafe feel kar rahi,Hinglish,Women Complainant,1,Health & Public Hygiene,,Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,73,71,0.95,Ward-148,Hinglish,handwash station me soap nahi hai plzz resolve girls unsafe feel kar rahi,handwash station me soap nahi hai plzz resolve girls unsafe feel kar rahi
GRV-D3978EEC39,dirty water made many residents sick कोणी ऐकत नाही,High public grievance involving Water Supply and Health & Public Hygiene. Citizen reports a civic issue needing coordinated department action.,Marathi,Angry Resident,1,Water Supply,Health & Public Hygiene,Water Supply|Health & Public Hygiene,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,98,0.57,Ward-44,Marathi,High public grievance involving Water Supply and Health & Public Hygiene. Citizen reports a civic issue needing coordinated department action.,High public grievance involving Water Supply and Health & Public Hygiene. Citizen reports a civic issue needing coordinated department action.
GRV-0E4066DD1E,yaar school gate pe help number board missing metro gate 2 ke bahar sir kindly dekho 🥺,yaar school gate pe help number board missing metro gate 2 ke bahar sir kindly dekho 🥺,Hinglish,Student,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,99,0.97,Ward-29,Hinglish,yaar school gate pe help number board missing metro gate 2 ke bahar sir kindly dekho 🥺,yaar school gate pe help number board missing metro gate 2 ke bahar sir kindly dekho 🥺
GRV-A4EDA6DF39,"Sir, jaldi bhejo dirty water made many residents sick","Sir, urgent bhejo dirty water made many residents sick",Hinglish,Elderly Citizen,1,Water Supply,Health & Public Hygiene,Water Supply|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,87,79,0.54,Ward-77,Hinglish,"Sir, urgent bhejo dirty water made many residents sick","Sir, urgent bhejo dirty water made many residents sick"
GRV-8FDE6A1923,dark lane has become unsafe for girls at night we are tired now,dark lane has become unsafe for girls at night we are tired now,English,Low Literacy User,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,75,0.63,Ward-22,English,dark lane has become unsafe for girls at night we are tired now,dark lane has become unsafe for girls at night we are tired now
GRV-6780EF27F7,help desk number board is missing near school gate behind the old temple right now kindly resolve girls feel unsafe here 🙏,help desk number board is missing near school gate behind the old temple right now kindly resolve girls feel unsafe here 🙏,English,Women Complainant,1,Women & Child Safety,,Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,91,0.97,Ward-8,English,help desk number board is missing near school gate behind the old temple right now kindly resolve girls feel unsafe here 🙏,help desk number board is missing near school gate behind the old temple right now kindly resolve girls feel unsafe here 🙏
GRV-2560353442,சட்டவிரோத குடில் அவசர பாதையை மறைக்கிறது ரயில்வே கேட் அருகில் உடனே வாருங்கள் !!!,High public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Tamil,Emotional Citizen,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,83,0.96,Ward-115,Tamil,High public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,High public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.
GRV-E7BABCA78C,தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது காய்கறி சந்தை அருகில் பெரிய ஆபத்து அரசு தூங்குகிறது?,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Fire Department,,Fire Department,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,81,0.9,Ward-51,Tamil,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.
GRV-96F03B8FEE,flood watr reached electric box and sparks started தயவு செய்து பாருங்கள்,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Tamil,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,98,0.51,Ward-101,Tamil,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.
GRV-6EF3B3DE9D,dirty water made many residents sick full negligence hai hamari basti me,dirty water made many residents sick full negligence hai hamari basti me,Hinglish,Rural Resident,1,Water Supply,Health & Public Hygiene,Water Supply|Health & Public Hygiene,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,92,97,0.46,Ward-90,Hinglish,dirty water made many residents sick full negligence hai hamari basti me,dirty water made many residents sick full negligence hai hamari basti me
GRV-FFFC5514BF,தெரு விளக்கு மங்கலாக துடிக்கிறது பஸ் டெப்போ அருகில் யாரும் கேட்கவில்லை மிக அலட்சியம்!!,Medium public grievance related to Street Lighting. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Street Lighting,,Street Lighting,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,72,0.9,Ward-46,Tamil,Medium public grievance related to Street Lighting. Citizen reports a civic issue needing government action.,Medium public grievance related to Street Lighting. Citizen reports a civic issue needing government action.
GRV-8BD9F3CBA9,many children got sick after drinking local water beside city hospital right now kindly resolve how many times should we complain?,many children got sick after drinking local water beside city hospital right now kindly resolve how many times should we complain?,English,Angry Resident,1,Health & Public Hygiene,,Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,96,79,0.87,Ward-37,English,many children got sick after drinking local water beside city hospital right now kindly resolve how many times should we complain?,many children got sick after drinking local water beside city hospital right now kindly resolve how many times should we complain?
GRV-855C12C459,fire hydrant parked vehicles se block hai basti wali gali me repot kar raha hu,fire hydrant parked vehicles se block hai basti wali gali me repot kar raha hu,Hinglish,Low Literacy User,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,92,0.9,Ward-125,Hinglish,fire hydrant parked vehicles se block hai basti wali gali me repot kar raha hu,fire hydrant parked vehicles se block hai basti wali gali me repot kar raha hu
