complaint_id,complaint_text,language,department_label,priority_level,sentiment,ward_location
GRV-2024-101000,तूफान के दौरान सड़क नीचे जा रही है अपार्टमेंट के पास!!,Hindi,Roads & Traffic,Critical,Frustrated,Ward_08
GRV-2024-101872,Naali block,Hinglish,Sanitation & Waste,Low,Frustrated,Ward_22
GRV-2024-100198,pl fll dwn n slum ar,English,Electricity,Critical,Angry,Ward_01
GRV-2024-100561,Sr pls hlp snc ystrdy evning hvy sprk frm transfrmr t colony gate,English,Electricity,Critical,Panic,Ward_21
GRV-2024-100685,rod pe current  rah h dry both k pss,Hinglish,Electricity,High,Angry,Ward_21
GRV-2024-101213,Accident road,Hindi,Roads & Traffic,High,Panic,Ward_20
GRV-2024-100590,trnsfrmr expldd during th strm,English,Electricity,Low,Panic,Ward_29
GRV-2024-100519,मीटर बॉक्सला आग लागली,Marathi,Electricity,Critical,Panic,Ward_11
GRV-2024-100308,मीटर बॉक्स जल गया,Hindi,Electricity,Critical,Angry,Ward_03
GRV-2024-100604,T NGHT TM ON MARKT RD HVY SPRK FROM TRANSFRMER,English,Electricity,High,Angry,Ward_03
GRV-2024-102154,BUS STAND KE WAHA GYM KA SAAMAN TOOT GAYA,Hinglish,Public Parks & Infrastructure,High,Panic,Ward_07
GRV-2024-102259,भारी बारिश के बाद कोई सुन क्यों नहीं रहा पब्लिक टॉयलेट में पानी नहीं है,Hindi,Public Parks & Infrastructure,Low,Panic,Ward_19
GRV-2024-100059,Terrible situation suddenly today short circuit happened at colony gtae,English,Electricity,High,Panic,Ward_14
GRV-2024-100583,mtr m ag lg gy dry both k pss,Hinglish,Electricity,Critical,Neutral,Ward_09
GRV-2024-100859,ROAD ANDRA JA RAHA HAI AAJ ACHANAK SABZI MANDI KE PAAS,Hinglish,Roads & Traffic,Critical,Panic,Ward_24
GRV-2024-100207,Completely unacceptable after pipeline digging entire area is dark near vegetable market,English,Electricity,Medium,Frustrated,Ward_17
GRV-2024-102017,Dead dog,Bengali,Sanitation & Waste,Medium,Pleading,Ward_14
GRV-2024-100869,ஐயா தயவுசெய்து உதவுங்கள் பணிகள் முடிக்கப்படவில்லை அரசு பள்ளி அருகில்,Tamil,Roads & Traffic,High,Frustrated,Ward_12
GRV-2024-100785,Signal dead,English,Roads & Traffic,Medium,Frustrated,Ward_08
GRV-2024-100906,iDvider broken,English,Roads & Traffic,High,Frustrated,Ward_14
GRV-2024-102427,பஸ் ஸ்டாண்ட் அருகில் மின்வெட்டின் போது பூங்கா விளக்குகள் எரியவில்லை,Tamil,Public Parks & Infrastructure,High,Angry,Ward_22
GRV-2024-100792,Arre yaar road pura dhans gaya hospital ke bagal me kal shaam es,Hinglish,Roads & Traffic,High,Pleading,Ward_12
GRV-2024-100831,Gaddha,Marathi,Roads & Traffic,High,Angry,Ward_21
GRV-2024-100162,baarsih ke baad transformer blast ho gaya mandir ke bahar,Hinglish,Electricity,High,Frustrated,Ward_02
GRV-2024-101307,कृपया जल्दी देखें पीने के पानी में सीवर का पानी!!,Hindi,Water Supply,Critical,Frustrated,Ward_09
GRV-2024-100526,nangi taar latak rahi hai dairy booth ke pass,Hinglish,Electricity,High,Frustrated,Ward_08
GRV-2024-101576,SEWAGE MIXED WITH DRINKING WATER BESIDE HOSPITAL,English,Water Supply,Medium,Angry,Ward_24
GRV-2024-100256,puri colony me andhera hai bus stand ke waha ????,Hinglish,Electricity,Critical,Frustrated,Ward_24
GRV-2024-100506,transformer exploded!!!,English,Electricity,Critical,Frustrated,Ward_06
GRV-2024-101956,मेलेले जनावर पडले आहे बस स्टँडजवळ,Marathi,Sanitation & Waste,Low,Pleading,Ward_18
GRV-2024-102120,Dead dog,Marathi,Sanitation & Waste,High,Neutral,Ward_07
GRV-2024-102228,construction ke baad park ki light kharab hai sabzi mandi ke apas,Hinglish,Public Parks & Infrastructure,High,Panic,Ward_10
GRV-2024-102164,Jaldi dekho park ki light kharab hai apartment ke bagal me waterloggnig ke baad,Hinglish,Public Parks & Infrastructure,High,Frustrated,Ward_07
GRV-2024-100862,सिग्नल बंद आहे रात्रीच्या वेळी,Marathi,Roads & Traffic,High,Frustrated,Ward_03
GRV-2024-101675,पीने के पानी में सीवर का पानी रेलवे क्रॉसिंग के पास जलभराव के बाद,Hindi,Water Supply,Critical,Angry,Ward_07
GRV-2024-100020,ট্রান্সফরমার বাস্ট করেছে মন্দিরের বাইরে,Bengali,Electricity,Medium,Panic,Ward_15
GRV-2024-101404,pressr bohot kam hi mndr ke bhr,Hinglish,Water Supply,High,Frustrated,Ward_23
GRV-2024-100439,sabzi mandi ke paas meter me aag lag gayi ????,Hinglish,Electricity,Critical,Angry,Ward_13
GRV-2024-101087,digging lft unfnishd t trffc sqr,English,Roads & Traffic,High,Frustrated,Ward_19
GRV-2024-100381,heavy spark from transformer in slum area,English,Electricity,High,Angry,Ward_07
GRV-2024-102108,कल शाम से कचरा सड़क पर फैल रहा है स्थिति बहुत खराब है,Hindi,Sanitation & Waste,Low,Frustrated,Ward_06
GRV-2024-101261,pan bhr gy pr pplin khuda k bd prtmnt ke bgl m,Hinglish,Roads & Traffic,Critical,Panic,Ward_02
GRV-2024-100538,TRNSFRMR BLST H GAYA BRSH K BAAD CCHNG CENTR K BHR,Hinglish,Electricity,High,Panic,Ward_25
GRV-2024-100881,Sr pls help t night tm dvder cmpltly brkn outsd cachng center,English,Roads & Traffic,High,Panic,Ward_04
GRV-2024-100902,open manhole,English,Roads & Traffic,Critical,Pleading,Ward_20
GRV-2024-100083,mter bx cght fr ftr havy rain nar ptrl pmp,English,Electricity,Low,Panic,Ward_05
GRV-2024-102103,near railway crossing gutter overflowing into houses during the storm!!,English,Sanitation & Waste,Critical,Angry,Ward_04
GRV-2024-101200,पेट्रोल पंप के पास ट्रैफिक सिग्नल बंद है,Hindi,Roads & Traffic,High,Angry,Ward_13
GRV-2024-101309,KAL SHAAM SE KICHAD WALA PAANI AA RAHA GOVT SCHOOL KE PASS,Hinglish,Water Supply,Low,Angry,Ward_29
GRV-2024-101226,pani bhar gya pr wtrlgging k bd colny gte pr,Hinglish,Roads & Traffic,High,Pleading,Ward_27
GRV-2024-102130,Dead dog,Bengali,Sanitation & Waste,High,Frustrated,Ward_28
GRV-2024-101749,DYR TAPS!!!,Hinglish,Water Supply,Critical,Panic,Ward_01
GRV-2024-100270,SIR PLS TRAFFIC CHAURAHA PE TRANSFORMER SE CIHNGARI AA RAHI!!!,Hinglish,Electricity,Critical,Angry,Ward_10
GRV-2024-101271,बहुत बड़ा गड्ढा हो गया है मंदिर के बाहर,Hindi,Roads & Traffic,High,Neutral,Ward_11
GRV-2024-101259,baarish ke baad bohot bada gaddha ban gaya ATM ke saamne,Hinglish,Roads & Traffic,Medium,Angry,Ward_26
GRV-2024-102060,PLASE CHCK IMMDTLY AFTR PIPELN DGGNG MOSQTES BREDNG N STGNNT WTR N PUBLC GRDEN,English,Sanitation & Waste,Low,Angry,Ward_08
GRV-2024-102263,prk hs bcm a jngl nr mtro tsatin,English,Public Parks & Infrastructure,High,Panic,Ward_21
GRV-2024-101599,घाण पाणी येत आहे शाळेजवळ!!!,Marathi,Water Supply,Critical,Panic,Ward_21
GRV-2024-101960,Trerible situation sewer line blocked in slum area,English,Sanitation & Waste,High,Frustrated,Ward_07
GRV-2024-101029,near bus stand main market road collapsed after pipeline digging,English,Roads & Traffic,Critical,Frustrated,Ward_11
GRV-2024-100429,शॉर्ट सर्किट झाले वीज कपातीदरम्यान,Marathi,Electricity,Medium,Angry,Ward_02
GRV-2024-102004,diry bth k pss rr yr gtter ka pan ghr m  rh,Hinglish,Sanitation & Waste,Medium,Angry,Ward_14
GRV-2024-102193,பூங்கா விளக்குகள் எரியவில்லை மெட்ரோ நிலையம் அருகில் கட்டுமான பணிக்கு பின்,Tamil,Public Parks & Infrastructure,Critical,Neutral,Ward_11
GRV-2024-102204,bus stnad ke waha park ki light kharab hai waterlogging ke baad,Hinglish,Public Parks & Infrastructure,High,Neutral,Ward_03
GRV-2024-100458,trnsfrmr dad!!,Hinglish,Electricity,Critical,Pleading,Ward_06
GRV-2024-100078,निर्माण कार्य के बाद सड़क पर करंट फैल रहा है अस्पताल के सामने,Hindi,Electricity,High,Frustrated,Ward_05
GRV-2024-102429,sir pls awariya kutte peeche pad rahe slum area me festival bheed me,Hinglish,Public Parks & Infrastructure,Medium,Angry,Ward_22
GRV-2024-102132,N MRKT RAD DD NIMAL SMLLNG BD FTR WTRLGGNG,English,Sanitation & Waste,High,Angry,Ward_16
GRV-2024-100032,after waterlogging Kids are in danger transformer exploded beside ATM,English,Electricity,High,Frustrated,Ward_02
GRV-2024-102124,kachre se dhuaan aa raha coaching center ke bahar,Hinglish,Sanitation & Waste,Low,Panic,Ward_02
GRV-2024-101349,gtting muddy wtr fter hvy rin,English,Water Supply,Low,Frustrated,Ward_16
GRV-2024-102243,Dogs in park,Marathi,Public Parks & Infrastructure,Critical,Angry,Ward_16
GRV-2024-100380,CURRENT LEAK,Hinglish,Electricity,Critical,Angry,Ward_07
GRV-2024-100226,transformer exploded Look at this near metro station,English,Electricity,Medium,Frustrated,Ward_15
GRV-2024-101994,mosquitoes breeding in stagnant water outside temple ????,English,Sanitation & Waste,Critical,Angry,Ward_14
GRV-2024-101192,HUGE POTHOLE CAUSED ACCIDENT AT NIGHT TIME COMPLETELY UNCACEPTABLE NEAR BUS STAND,English,Roads & Traffic,High,Panic,Ward_22
GRV-2024-100715,Traffic jam,Hindi,Roads & Traffic,Medium,Angry,Ward_02
GRV-2024-101762,TOOFAN KE TIME KACHRE SE DHUAAN AA RAHA MARKET ROAD PE,Hinglish,Sanitation & Waste,High,Panic,Ward_06
GRV-2024-100686,শর্ট সার্কিট হয়েছে বিদ্যুৎ বিভ্রাটের সময়,Bengali,Electricity,Critical,Angry,Ward_01
GRV-2024-102131,drng fstvl crwd emrgncy nr rlwy crssng grbg ovrflwng n road,English,Sanitation & Waste,Low,Frustrated,Ward_28
GRV-2024-102484,awariya kutte peeche pad rahe construction ke baad,Hinglish,Public Parks & Infrastructure,High,Neutral,Ward_28
GRV-2024-100305,खंभा गिर गया भारी बारिश के बाद बाजार की सड़क पर,Hindi,Electricity,Medium,Pleading,Ward_29
GRV-2024-100209,रात के समय खंभा गिर गया,Hindi,Electricity,High,Frustrated,Ward_28
GRV-2024-102153,Gym broken!!,English,Public Parks & Infrastructure,Critical,Frustrated,Ward_19
GRV-2024-101670,sir pls help extremely low pressure beside hospital after construction work,English,Water Supply,High,Panic,Ward_14
GRV-2024-102477,झूले टूट गए हैं त्योहार की भीड़ में,Hindi,Public Parks & Infrastructure,High,Panic,Ward_25
GRV-2024-101071,APRTMENT K BGL M KHD K CHHD DY!!,Hinglish,Roads & Traffic,Critical,Angry,Ward_06
GRV-2024-101934,জরুরী জল জমার পর মৃত প্রাণী পড়ে আছে রেলওয়ে ক্রসিংয়ের কাছে,Bengali,Sanitation & Waste,Medium,Angry,Ward_13
GRV-2024-101137,ट्रैफिक चौराहे पर तुरंत ध्यान दें सड़क पूरी तरह धंस गई है,Hindi,Roads & Traffic,High,Neutral,Ward_12
GRV-2024-102007,baarish ke baad macchar bohot ho gaye govt shcool ke pass,Hinglish,Sanitation & Waste,Low,Frustrated,Ward_06
GRV-2024-100937,sgnl dead,Hinglish,Roads & Traffic,Critical,Angry,Ward_25
GRV-2024-100191,meter me aag lag gayi bus stand ke waha!!!,Hinglish,Electricity,Critical,Neutral,Ward_08
GRV-2024-101211,divider completely broken on market road!!,English,Roads & Traffic,Critical,Panic,Ward_18
GRV-2024-101075,सड़क पर कीचड़ है एटीएम के सामने,Hindi,Roads & Traffic,High,Angry,Ward_28
GRV-2024-102456,Gym broken,Bengali,Public Parks & Infrastructure,High,Panic,Ward_11
GRV-2024-100483,snc yestrdy vning hvy sprk frm transformer,English,Electricity,High,Frustrated,Ward_28
GRV-2024-102383,झूले टूट गए हैं रेलवे क्रॉसिंग के पास,Hindi,Public Parks & Infrastructure,Critical,Angry,Ward_17
GRV-2024-101604,after heavy rain no supply at all near railway crossing,English,Water Supply,High,Angry,Ward_18
GRV-2024-100277,trnsformr blstd nr bs stnd sddnly tdy,English,Electricity,Medium,Pleading,Ward_26
GRV-2024-101508,rr yar toofn k tm nl skh gy mrket rd p,Hinglish,Water Supply,Low,Frustrated,Ward_22
GRV-2024-100221,TRANSFORMER EXPLODED DURING FESTIVAL CROWD BESIDE APARTMENT TOWER,English,Electricity,Medium,Panic,Ward_20
GRV-2024-101229,pni bhr gya pra constrctin k baad mandr k bhar,Hinglish,Roads & Traffic,Medium,Panic,Ward_24
GRV-2024-100571,शॉर्ट सर्किट हो गया रेलवे क्रॉसिंग के पास,Hindi,Electricity,High,Neutral,Ward_14
GRV-2024-100411,high tension line broke after construction work on market road,English,Electricity,High,Frustrated,Ward_19
GRV-2024-101313,SIR PLS PRESSURE BOHOT KAM HAI SABZI MANDI KE PAAS WATERLOGGING KE BAAD,Hinglish,Water Supply,High,Panic,Ward_08
GRV-2024-101677,sewage mxed wth drinkng wtr ner vgtble mrkt t night time ????,English,Water Supply,Critical,Angry,Ward_29
GRV-2024-102178,jaldi dekho raat ke time gym ka saaman toot gaya market road pe,Hinglish,Public Parks & Infrastructure,Medium,Panic,Ward_07
GRV-2024-100585,transformer blasted near railway crossing,English,Electricity,Low,Panic,Ward_01
GRV-2024-101730,baarish ke baad pipeline fatt gayi colony gate par,Hinglish,Water Supply,Critical,Angry,Ward_05
GRV-2024-102019,मच्छर बहुत हो गए हैं मंदिर के बाहर,Hindi,Sanitation & Waste,Medium,Angry,Ward_13
GRV-2024-102493,awariya kutte peeche pad rahe baarish ke baad,Hinglish,Public Parks & Infrastructure,Low,Panic,Ward_25
GRV-2024-101563,कल शाम से पानी से बदबू आ रही है स्थिति बहुत खराब है,Hindi,Water Supply,High,Panic,Ward_01
GRV-2024-100674,WHY IS NOBODY LISTENING SHORT CIRCUIT HAPPENED NEAR PETROL PUMP,English,Electricity,High,Angry,Ward_23
GRV-2024-101177,slum ar m festivl bhed m dvdr toot gy ha,Hinglish,Roads & Traffic,Medium,Pleading,Ward_07
GRV-2024-100855,मंदिराबाहेर मॅनहोल उघडे आहे,Marathi,Roads & Traffic,Critical,Neutral,Ward_08
GRV-2024-100447,pls help jaldi transformer se chingari aa rahi bus stand ke waha,Hinglish,Electricity,High,Panic,Ward_22
GRV-2024-101905,कचरे से जहरीला धुआं निर्माण कार्य के बाद कोचिंग सेंटर के बाहर!!!,Hindi,Sanitation & Waste,Critical,Frustrated,Ward_22
GRV-2024-101530,getting muddy water near metro station ????,English,Water Supply,Critical,Frustrated,Ward_06
GRV-2024-100222,hgh tnsn ln brke,English,Electricity,Low,Angry,Ward_07
GRV-2024-101724,Piep leak,English,Water Supply,High,Angry,Ward_25
GRV-2024-102225,तूफान के दौरान रास्ते की टाइलें गायब हैं बाजार की सड़क पर,Hindi,Public Parks & Infrastructure,Low,Angry,Ward_29
GRV-2024-101628,DAIRY BOOTH KE PASS KICHAD WALA PAANI AA RAHA BAARISH KE BAAD!!,Hinglish,Water Supply,Critical,Angry,Ward_22
GRV-2024-101556,rr yr j chnk kchd wl pn  rh trffc churh p,Hinglish,Water Supply,Critical,Angry,Ward_08
GRV-2024-100969,त्योहार की भीड़ में पेट्रोल पंप के पास मैनहोल खुला है ????,Hindi,Roads & Traffic,Critical,Frustrated,Ward_27
GRV-2024-100045,URGENT at night time heavy spark from transformer near railway crossing,English,Electricity,Critical,Frustrated,Ward_23
GRV-2024-102189,gym ka saman tot gy rlway crssng p,Hinglish,Public Parks & Infrastructure,Critical,Pleading,Ward_17
GRV-2024-102364,open gym equipment damaged suddenly today,English,Public Parks & Infrastructure,High,Frustrated,Ward_11
